# 52 official Partial/Planned/Blocked rows; this is a candidate-row list, not 52 independent implementation tasks
exchange	official_product	interface	method	path_or_message	operation_id	lifecycle	exposure	platform_boundary	platform_decision	local_operations	bridge_status	coverage_locator	coverage_state	rust_status	rust_locators	schema_status	schema_locator	codegen_status	codegen_locator	Python_status	Python_locator	Dart_status	Dart_locator	TypeScript_status	TypeScript_locator	verification	audit_status	mapping_names	next_batch
Binance	Spot WebSocket	WebSocketRequest	POST	/userDataStream.subscribe.signature	userDataStreamSubscribeSignature	documented_active	common_existing	general_adapter_or_provider	해당 없음	spot.user_data_stream_signature	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:238	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Fixture	Partial	subscribe_account	원장/감사 queue에 유지; 새 발견은 다음 backlog
Binance	Spot WebSocket Market Streams	WebSocketStream	POST	/{symbol}@depth{levels}@{updateSpeed}	partialBookDepth	documented_active	common_existing	general_adapter_or_provider	해당 없음	spot.partial_book_depth_stream	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:78	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	LiveRead	Partial	subscribe	원장/감사 queue에 유지; 새 발견은 다음 backlog
Binance	Spot WebSocket Market Streams	WebSocketStream	POST	/{symbol}@kline_{interval}	kline	documented_active	common_existing	general_adapter_or_provider	해당 없음	spot.kline_stream	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:78	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	LiveRead	Partial	subscribe	원장/감사 queue에 유지; 새 발견은 다음 backlog
Binance	Spot WebSocket Market Streams	WebSocketStream	POST	/{symbol}@ticker	ticker	documented_active	common_existing	general_adapter_or_provider	해당 없음	spot.ticker_stream	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:78	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	LiveRead	Partial	subscribe	원장/감사 queue에 유지; 새 발견은 다음 backlog
Binance	Spot WebSocket Market Streams	WebSocketStream	POST	/{symbol}@trade	trade	documented_active	common_existing	general_adapter_or_provider	해당 없음	spot.trade_stream	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:78	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	LiveRead	Partial	subscribe	원장/감사 queue에 유지; 새 발견은 다음 backlog
Bithumb	Deposits and withdrawals	Http	DELETE	/v1/withdraws/coin	가상-자산-출금-취소	documented_active	common_existing	general_adapter_or_provider	해당 없음	wallet.cancel_withdrawal	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:184	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Fixture	Partial	cancel_withdrawal	원장/감사 queue에 유지; 새 발견은 다음 backlog
Bithumb	Deposits and withdrawals	Http	GET	/v1/deposit	개별-입금-조회	documented_active	common_existing	general_adapter_or_provider	해당 없음	wallet.deposit	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:172	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Fixture	Partial	deposit	원장/감사 queue에 유지; 새 발견은 다음 backlog
Bithumb	Deposits and withdrawals	Http	GET	/v1/withdraw	개별-출금-조회	documented_active	common_existing	general_adapter_or_provider	해당 없음	wallet.withdrawal	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:178	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Fixture	Partial	withdrawal	원장/감사 queue에 유지; 새 발견은 다음 backlog
Bithumb	Exchange	Http	DELETE	/v2/order	주문-취소-접수	documented_active	common_existing	general_adapter_or_provider	해당 없음	exchange.cancel_order	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:250;src/adapter.rs:256	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Fixture	Partial	cancel_order;cancel_order_by_client_id	원장/감사 queue에 유지; 새 발견은 다음 backlog
Bithumb	Exchange	Http	GET	/v1/orders	주문-리스트-조회	documented_active	common_and_provider	general_adapter_or_provider	해당 없음	exchange.orders	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:205;src/adapters/bithumb/mod.rs:1240	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Fixture	Partial	open_orders;order_list	원장/감사 queue에 유지; 새 발견은 다음 backlog
Bithumb	Exchange	Http	POST	/v2/orders	주문-요청	documented_active	common_existing	general_adapter_or_provider	해당 없음	exchange.new_order	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:244	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Fixture	Partial	place_order	원장/감사 queue에 유지; 새 발견은 다음 backlog
Bithumb	Exchange	Http	POST	/v2/orders/batch	다건-주문-요청	documented_active	provider_typed	general_adapter_or_provider	해당 없음	exchange.batch_orders	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapters/bithumb/mod.rs:1285	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Fixture	Partial	batch_orders	원장/감사 queue에 유지; 새 발견은 다음 backlog
Bithumb	Exchange	Http	POST	/v2/orders/cancel	다건-주문-취소-접수	documented_active	common_existing	general_adapter_or_provider	해당 없음	exchange.cancel_orders	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:266	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Fixture	Partial	cancel_orders	원장/감사 queue에 유지; 새 발견은 다음 backlog
Bithumb	Exchange	Http	POST	/v2/orders/search	다건-주문-조회	documented_active	common_existing	general_adapter_or_provider	해당 없음	exchange.orders_by_ids	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:223	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Fixture	Partial	orders_by_ids	원장/감사 queue에 유지; 새 발견은 다음 backlog
Bithumb	Exchange	WebSocketStream	SUBSCRIBE	type=myAsset	myAsset	documented_active	common_existing	general_adapter_or_provider	해당 없음	exchange.my_asset_stream	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:238	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Fixture	Partial	subscribe_account	원장/감사 queue에 유지; 새 발견은 다음 backlog
Bithumb	Exchange	WebSocketStream	SUBSCRIBE	type=myOrder	myOrder	documented_active	common_existing	general_adapter_or_provider	해당 없음	exchange.my_order_stream	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:238	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Fixture	Partial	subscribe_account	원장/감사 queue에 유지; 새 발견은 다음 backlog
Bithumb	Quotation	Http	GET	/v1/orderbook	호가-조회	documented_active	common_existing	general_adapter_or_provider	해당 없음	quotation.orderbook	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:56	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	LiveRead	Partial	order_book	원장/감사 queue에 유지; 새 발견은 다음 backlog
Bithumb	Quotation	WebSocketStream	SUBSCRIBE	type=orderbook	orderbook	documented_active	common_existing	general_adapter_or_provider	해당 없음	quotation.orderbook_stream	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:78	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	LiveRead	Partial	subscribe	원장/감사 queue에 유지; 새 발견은 다음 backlog
Bithumb	Quotation	WebSocketStream	SUBSCRIBE	type=ticker	ticker	documented_active	common_existing	general_adapter_or_provider	해당 없음	quotation.ticker_stream	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:78	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	LiveRead	Partial	subscribe	원장/감사 queue에 유지; 새 발견은 다음 backlog
Bithumb	Quotation	WebSocketStream	SUBSCRIBE	type=trade	trade	documented_active	common_existing	general_adapter_or_provider	해당 없음	quotation.trade_stream	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:78	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	LiveRead	Partial	subscribe	원장/감사 queue에 유지; 새 발견은 다음 backlog
Hyperliquid	Exchange endpoint	Http	POST	/exchange action=cancel	cancel	documented_active	common_existing	general_adapter_or_provider	해당 없음	exchange.cancel	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:250	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Fixture	Partial	cancel_order	원장/감사 queue에 유지; 새 발견은 다음 backlog
Hyperliquid	Exchange endpoint	Http	POST	/exchange action=order	order	documented_active	common_existing	general_adapter_or_provider	해당 없음	exchange.order	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:244	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Fixture	Partial	place_order	원장/감사 queue에 유지; 새 발견은 다음 backlog
Hyperliquid	Info endpoint	Http	POST	/info type=allMids	allMids	documented_active	provider_typed	general_adapter_or_provider	해당 없음	info.all_mids	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapters/hyperliquid/mod.rs:438	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Fixture	Partial	all_mids	원장/감사 queue에 유지; 새 발견은 다음 backlog
Hyperliquid	Info endpoint	Http	POST	/info type=frontendOpenOrders	frontendOpenOrders	documented_active	common_existing	general_adapter_or_provider	해당 없음	info.frontend_open_orders	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:205	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Fixture	Partial	open_orders	원장/감사 queue에 유지; 새 발견은 다음 backlog
Hyperliquid	Perpetuals info	Http	POST	/info type=clearinghouseState	clearinghouseState	documented_active	common_existing	general_adapter_or_provider	해당 없음	info.clearinghouse_state	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:275;src/adapter.rs:281	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Fixture	Partial	margin_summary;positions	원장/감사 queue에 유지; 새 발견은 다음 backlog
Hyperliquid	Perpetuals info	Http	POST	/info type=meta	meta	documented_active	common_existing	general_adapter_or_provider	해당 없음	info.meta	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:44	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	LiveRead	Partial	markets	원장/감사 queue에 유지; 새 발견은 다음 backlog
Hyperliquid	Perpetuals info	Http	POST	/info type=metaAndAssetCtxs	metaAndAssetCtxs	documented_active	common_and_provider	general_adapter_or_provider	해당 없음	info.meta_and_asset_contexts	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:62;src/adapters/hyperliquid/mod.rs:421	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	LiveRead	Partial	asset_context;ticker	원장/감사 queue에 유지; 새 발견은 다음 backlog
Upbit	Deposits and withdrawals	Http	DELETE	/v1/withdraws/coin	cancel-withdrawal	documented_active	common_existing	general_adapter_or_provider	해당 없음	wallet.cancel_withdrawal	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:184	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Fixture	Partial	cancel_withdrawal	원장/감사 queue에 유지; 새 발견은 다음 backlog
Upbit	Deposits and withdrawals	Http	GET	/v1/deposit	get-deposit	documented_active	common_existing	general_adapter_or_provider	해당 없음	wallet.deposit	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:172	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Fixture	Partial	deposit	원장/감사 queue에 유지; 새 발견은 다음 backlog
Upbit	Deposits and withdrawals	Http	GET	/v1/withdraw	get-withdrawal	documented_active	common_existing	general_adapter_or_provider	해당 없음	wallet.withdrawal	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:178	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Fixture	Partial	withdrawal	원장/감사 queue에 유지; 새 발견은 다음 backlog
Upbit	Exchange	Http	DELETE	/v1/order	cancel-order	documented_active	common_existing	general_adapter_or_provider	해당 없음	exchange.cancel_order	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:250;src/adapter.rs:256	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Fixture	Partial	cancel_order;cancel_order_by_client_id	원장/감사 queue에 유지; 새 발견은 다음 backlog
Upbit	Exchange	Http	DELETE	/v1/orders/uuids	cancel-orders-by-ids	documented_active	common_existing	general_adapter_or_provider	해당 없음	exchange.cancel_orders_by_ids	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:266	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Fixture	Partial	cancel_orders	원장/감사 queue에 유지; 새 발견은 다음 backlog
